etrait.name	chr	start	stop
Bra018857	A06	1588336	1590492
Bra018858	A06	1585138	1586941
Bra018859	A06	1582655	1584498
Bra018860	A06	1574860	1577383
Bra018861	A06	1566576	1570675
Bra018862	A06	1559292	1560012
Bra018863	A06	1554377	1556936
Bra018864	A06	1548215	1549570
Bra018865	A06	1541327	1542216
Bra018866	A06	1529275	1532678
Bra018867	A06	1526485	1528871
Bra018868	A06	1524858	1525984
Bra018869	A06	1522632	1523709
Bra018870	A06	1518667	1522397
Bra018871	A06	1514981	1515503
Bra018872	A06	1503599	1510599
Bra018873	A06	1502059	1503131
Bra018874	A06	1498014	1500761
Bra018875	A06	1490776	1491973
Bra018876	A06	1485362	1486476
Bra018877	A06	1482583	1485720
Bra018878	A06	1475909	1478216
Bra018879	A06	1468457	1471043
Bra018880	A06	1464790	1467222
Bra018881	A06	1458299	1462463
Bra018882	A06	1457511	1458171
Bra018883	A06	1451953	1452784
Bra018884	A06	1447756	1449003
Bra018885	A06	1435036	1444370
Bra018886	A06	1428794	1433316
Bra018887	A06	1419776	1427089
Bra018888	A06	1420744	1422502
Bra018889	A06	1411205	1416047
Bra018890	A06	1407628	1408870
Bra018891	A06	1406233	1407416
Bra018892	A06	1405020	1405897
Bra018893	A06	1402322	1404781
Bra018894	A06	1400209	1401226
Bra018895	A06	1397839	1401442
Bra018896	A06	1391874	1393839
Bra018897	A06	1385240	1387192
Bra018898	A06	1381757	1383273
Bra018899	A06	1363458	1368222
Bra018900	A06	1360068	1361921
Bra018901	A06	1357565	1359023
Bra018902	A06	1354591	1356600
Bra018903	A06	1342477	1346399
Bra018904	A06	1338725	1339392
Bra018905	A06	1333813	1334393
Bra018906	A06	1329184	1332271
Bra018907	A06	1329615	1329924
Bra018908	A06	1325226	1327947
Bra018909	A06	1319819	1321764
Bra018910	A06	1314412	1316861
Bra018911	A06	1309423	1314216
Bra018912	A06	1303894	1305668
Bra018913	A06	1296831	1302314
Bra018914	A06	1285303	1287926
Bra018915	A06	1284153	1284752
Bra018916	A06	1282256	1283282
Bra018917	A06	1277569	1281876
Bra018918	A06	1271995	1274906
Bra018919	A06	1259300	1261624
Bra018920	A06	1257417	1259370
Bra018921	A06	1254243	1256902
Bra018922	A06	1252042	1252867
Bra018923	A06	1239080	1245002
Bra018924	A06	1232750	1236380
Bra018925	A06	1229376	1232205
Bra018926	A06	1223945	1227925
Bra018927	A06	1218891	1223324
Bra018928	A06	1217430	1218634
Bra018929	A06	1202930	1204437
Bra018930	A06	1196983	1197273
Bra018931	A06	1183994	1188825
Bra018932	A06	1179717	1181675
Bra018933	A06	1173950	1178288
Bra018934	A06	1164120	1169043
Bra018935	A06	1158263	1162691
Bra018936	A06	1147317	1155611
Bra018937	A06	1141636	1145184
Bra018938	A06	1130358	1132569
Bra018939	A06	1125852	1129439
Bra018940	A06	1119846	1125111
Bra018941	A06	1112575	1115598
Bra018942	A06	1106608	1109334
Bra018943	A06	1090418	1091175
Bra018944	A06	1073316	1077817
Bra018945	A06	1068874	1071517
Bra018946	A06	1067760	1068482
Bra018947	A06	1060052	1061459
Bra018948	A06	1054904	1058920
Bra018949	A06	1049038	1050590
Bra018950	A06	1044837	1048475
Bra018951	A06	1039729	1041339
Bra018952	A06	1028003	1032707
Bra018953	A06	1026063	1027518
Bra018954	A06	1024282	1025533
Bra018955	A06	1023069	1024304
Bra018956	A06	1021271	1023295
Bra018957	A06	1018524	1019637
Bra018958	A06	1014325	1017938
Bra018959	A06	1013055	1014374
Bra018960	A06	1007638	1010498
Bra018961	A06	1004010	1005924
Bra018962	A06	1001524	1002933
Bra018963	A06	997298	1000356
Bra018964	A06	994860	996687
Bra018965	A06	992423	993816
Bra018966	A06	979060	989647
Bra018967	A06	980265	985375
Bra018968	A06	979243	979513
Bra018969	A06	966080	969846
Bra018970	A06	949745	954428
Bra018971	A06	947277	949159
Bra018972	A06	943574	945090
Bra018973	A06	938125	939261
Bra018974	A06	933269	934917
Bra018975	A06	921738	922575
Bra018976	A06	918040	919673
Bra018977	A06	914399	917622
Bra018978	A06	910390	912306
Bra018979	A06	908310	909898
Bra018980	A06	905744	907103
Bra018981	A06	904213	904917
Bra018982	A06	901506	902082
Bra018983	A06	895131	897127
Bra018984	A06	893444	894973
Bra018985	A06	890186	894794
Bra018986	A06	884615	888528
Bra018987	A06	876660	879301
Bra018988	A06	860265	864003
Bra018989	A06	858933	860183
Bra018990	A06	855883	857898
Bra018991	A06	853304	854499
Bra018992	A06	849131	851120
Bra018993	A06	847485	848824
Bra018994	A06	840769	841916
Bra018995	A06	836654	838222
Bra018996	A06	835482	836279
Bra018997	A06	832270	834029
Bra018998	A06	823543	825037
Bra018999	A06	817714	818672
Bra019000	A06	807489	808727
Bra019001	A06	804869	808691
Bra019002	A06	802838	804274
Bra019003	A06	797901	801327
Bra019004	A06	796193	796856
Bra019005	A06	789185	789871
Bra019006	A06	779684	780215
Bra019007	A06	776497	778909
Bra019008	A06	774952	776120
Bra019009	A06	772871	773972
Bra019010	A06	768572	772226
Bra019011	A06	767039	767557
Bra019012	A06	763608	764928
Bra019013	A06	760556	761765
Bra019014	A06	757828	758674
Bra019015	A06	755078	757241
Bra019016	A06	750496	752721
Bra019017	A06	747845	748590
Bra019018	A06	743542	745054
Bra019019	A03	26726144	26726516
Bra019020	A03	26722542	26723740
Bra019021	A03	26718524	26721602
Bra019022	A03	26711860	26714189
Bra019023	A03	26702923	26704182
Bra019024	A03	26698021	26699290
Bra019025	A03	26686104	26687668
Bra019026	A03	26668185	26670610
Bra019027	A03	26665381	26667508
Bra019028	A03	26662770	26665361
Bra019029	A03	26662167	26662362
Bra019030	A03	26651723	26653633
Bra019031	A03	26645287	26646920
Bra019032	A03	26638133	26639162
Bra019033	A03	26634711	26635369
Bra019034	A03	26633724	26634081
Bra019035	A03	26630084	26630698
Bra019036	A03	26625881	26626532
Bra019037	A03	26615464	26619251
Bra019038	A03	26608307	26608621
Bra019039	A03	26600660	26606938
Bra019040	A03	26595020	26597254
Bra019041	A03	26591737	26592139
Bra019042	A03	26588639	26589240
Bra019043	A03	26584247	26588639
Bra019044	A03	26578578	26581120
Bra019045	A03	26573021	26576044
Bra019046	A03	26570980	26571494
Bra019047	A03	26566143	26568469
Bra019048	A03	26564522	26566132
Bra019049	A03	26562112	26564087
Bra019050	A03	26560461	26561949
Bra019051	A03	26553677	26556617
Bra019052	A03	26548920	26550487
Bra019053	A03	26546592	26548278
Bra019054	A03	26543643	26545223
Bra019055	A03	26538506	26538781
Bra019056	A03	26533995	26535328
Bra019057	A03	26527697	26530237
Bra019058	A03	26525350	26526446
Bra019059	A03	26518660	26521560
Bra019060	A03	26506723	26509024
Bra019061	A03	26495108	26495420
Bra019062	A03	26491588	26494250
Bra019063	A03	26486077	26491237
Bra019064	A03	26485012	26485682
Bra019065	A03	26479159	26479573
Bra019066	A03	26474685	26476388
Bra019067	A03	26473043	26473787
Bra019068	A03	26470764	26472385
Bra019069	A03	26468284	26470537
Bra019070	A03	26466847	26468114
Bra019071	A03	26462577	26466661
Bra019072	A03	26460208	26461789
Bra019073_Bra019074	A03	26451847	26459713
Bra019075	A03	26449014	26451167
Bra019076	A03	26445265	26447983
Bra019077	A03	26445273	26446149
Bra019078	A03	26441419	26444810
Bra019079	A03	26434806	26439901
Bra019080	A03	26430435	26431582
Bra019081	A03	26426719	26428836
Bra019082	A03	26417143	26419440
Bra019083	A03	26416181	26416841
Bra019084	A03	26407817	26409841
Bra019085	A03	26404057	26407380
Bra019086	A03	26393205	26401015
Bra019087	A03	26387698	26388180
Bra019088	A03	26378212	26379457
Bra019089	A03	26375929	26377817
Bra019090	A03	26374790	26375894
Bra019091	A03	26373941	26374705
Bra019092	A03	26366840	26370011
Bra019093	A03	26362055	26363620
Bra019094	A03	26357188	26360314
Bra019095	A03	26345516	26350191
Bra019096	A03	26335659	26338755
Bra019097	A03	26333293	26334007
Bra019098	A03	26325935	26332246
Bra019099	A03	26319032	26322227
Bra019100	A03	26316422	26318852
Bra019101	A03	26312750	26315208
Bra019102	A03	26311049	26312340
Bra019103	A03	26308000	26308444
Bra019104	A03	26304272	26307497
Bra019105	A03	26297992	26299836
Bra019106	A03	26295512	26298668
Bra019107	A03	26292175	26294278
Bra019108	A03	26291199	26293692
Bra019109	A03	26289494	26291029
Bra019110	A03	26286810	26288960
Bra019111	A03	26283443	26285275
Bra019112	A03	26278763	26282870
Bra019113	A03	26277208	26277990
Bra019114	A03	26275999	26276332
Bra019115	A03	26271196	26275010
Bra019116	A03	26265763	26267556
Bra019117	A03	26259455	26261397
Bra019118	A03	26243026	26244895
Bra019119	A03	26235481	26235941
Bra019120	A03	26228882	26233620
Bra019121	A03	26221580	26223494
Bra019122	A03	26218933	26221403
Bra019123	A03	26212179	26213388
Bra019124	A03	26207960	26208934
Bra019125	A03	26207243	26207761
Bra019126	A03	26202884	26206878
Bra019127_Bra019128	A03	26182400	26188066
Bra019129	A03	26176412	26176728
Bra019130	A03	26166255	26169484
Bra019131	A03	26166393	26167856
Bra019132	A03	26162572	26164223
Bra019133	A03	26159527	26162019
Bra019134	A03	26146412	26148681
Bra019135	A03	26140732	26146345
Bra019136	A03	26131848	26132817
Bra019137	A03	26127600	26131868
Bra019138	A03	26116886	26119520
Bra019139	A03	26115050	26117227
Bra019140	A03	26111305	26113250
Bra019141	A03	26102413	26103956
Bra019142	A03	26094633	26095477
Bra019143	A03	26084079	26085294
Bra019144	A03	26079372	26083398
Bra019145	A03	26076167	26078586
Bra019146	A03	26068555	26070813
Bra019147	A03	26063956	26066566
Bra019148	A03	26061131	26063153
Bra019149	A03	26052295	26054077
Bra019150	A03	26045561	26051849
Bra019151	A03	26037114	26038900
Bra019152	A03	26034627	26036780
Bra019153	A03	26032112	26033279
Bra019154	A03	26020739	26029971
Bra019155	A03	26016074	26018432
Bra019156	A03	26010367	26015892
Bra019157	A03	26008260	26008579
Bra019158	A03	25998356	26003996
Bra019159	A03	25993987	25998199
Bra019160	A03	25990163	25990769
Bra019161	A03	25977138	25980302
Bra019162	A03	25970441	25971541
Bra019163	A03	25954949	25958481
Bra019164	A03	25952372	25953055
Bra019165	A03	25940302	25941889
Bra019166	A03	25909626	25911391
Bra019167	A03	25898969	25901246
Bra019168	A03	25886830	25889191
Bra019169	A03	25885405	25886048
Bra019170	A03	25883242	25885346
Bra019171	A03	25876149	25880643
Bra019172	A03	25873023	25875821
Bra019173	A03	25871300	25872455
Bra019174	A03	25865775	25867917
Bra019175	A03	25862916	25864216
Bra019176	A03	25850766	25852507
Bra019177	A03	25849119	25850545
Bra019178	A03	25842508	25846190
Bra019179	A03	25840352	25841519
Bra019180	A03	25838077	25838677
Bra019181	A03	25825608	25829983
Bra019182	A03	25824682	25825308
Bra019183	A03	25822980	25824471
Bra019184	A03	25819396	25821813
Bra019185	A03	25811478	25815264
Bra019186	A03	25808784	25810853
Bra019187	A03	25805977	25807087
Bra019188	A03	25798249	25805495
Bra019189	A03	25791392	25795701
Bra019190	A03	25790212	25790494
Bra019191	A03	25780394	25786208
Bra019192	A03	25779438	25780190
Bra019193	A03	25777048	25778312
Bra019194	A03	25769302	25770791
Bra019195	A03	25753617	25754374
Bra019196	A03	25748647	25751454
Bra019197	A03	25738282	25739902
Bra019198	A03	25735618	25736852
Bra019199	A03	25728859	25734494
Bra019200	A03	25727870	25729490
Bra019201	A03	25723457	25726971
Bra019202	A03	25722058	25722467
Bra019203	A03	25718424	25719363
Bra019204	A03	25715737	25719807
Bra019205	A03	25709896	25714316
Bra019206	A03	25706800	25709740
Bra019207	A03	25702706	25705217
Bra019208	A03	25696887	25700902
Bra019209	A03	25688894	25690445
Bra019210	A03	25682993	25685311
Bra019211	A03	25677469	25680311
Bra019212	A03	25674225	25677288
Bra019213	A03	25666661	25673667
Bra019214	A03	25659475	25663345
Bra019215	A03	25650323	25654870
Bra019216	A03	25648627	25650262
Bra019217	A03	25646904	25648031
Bra019218	A03	25639156	25645378
Bra019219	A03	25633162	25638319
Bra019220	A03	25630059	25633174
Bra019221	A03	25625656	25628962
Bra019222	A03	25624250	25624538
Bra019223	A03	25619452	25623069
Bra019224	A03	25617775	25618905
Bra019225	A03	25614411	25617419
Bra019226	A03	25612819	25614158
Bra019227	A03	25610429	25613296
Bra019228	A03	25605312	25609831
Bra019229	A03	25596548	25598800
Bra019230	A03	25594503	25595934
Bra019231	A03	25589875	25593126
Bra019232	A03	25586323	25586957
Bra019233	A03	25582485	25585401
Bra019234	A03	25580809	25581523
Bra019235	A03	25574366	25577280
Bra019236	A03	25553956	25555412
Bra019237	A03	25542687	25545311
Bra019238	A03	25527677	25531618
Bra019239	A03	25526575	25528473
Bra019240	A03	25523151	25525217
Bra019241	A03	25521607	25523025
Bra019242	A03	25519212	25520107
Bra019243	A03	25508757	25511003
Bra019244	A03	25506090	25508399
Bra019245	A03	25500227	25501342
Bra019246	A03	25495899	25499208
Bra019247	A03	25483652	25485657
Bra019248	A03	25470464	25475061
Bra019249	A03	25446813	25448715
Bra019250	A03	25443991	25445093
Bra019251	A03	25439348	25443563
Bra019252	A03	25425923	25426998
Bra019253_Bra019254	A03	25417329	25427504
Bra019255	A03	25412335	25415928
Bra019256	A03	25401034	25401625
Bra019257	A03	25398150	25400762
Bra019258	A03	25389061	25391084
Bra019259	A03	25387782	25388514
Bra019260	A03	25387035	25387492
Bra019261	A03	25383348	25384346
Bra019262	A03	25382068	25383090
Bra019263	A03	25377908	25380896
Bra019264	A03	25373349	25376474
Bra019265	A03	25365406	25367074
Bra019266	A03	25362792	25365336
Bra019267	A03	25360545	25361359
Bra019268	A03	25350084	25351071
Bra019269	A03	25349293	25349635
Bra019270	A03	25341896	25343767
Bra019271	A03	25325206	25328070
Bra019272	A03	25322236	25324246
Bra019273	A03	25311414	25317927
Bra019274	A03	25305841	25306989
Bra019275	A03	25295639	25296938
Bra019276	A03	25287666	25291162
Bra019277	A03	25284806	25285733
Bra019278	A03	25281910	25282673
Bra019279	A03	25277551	25277932
Bra019280	A03	25272192	25273049
Bra019281	A03	25264887	25268451
Bra019282	A03	25259171	25260753
Bra019283	A03	25251753	25254363
Bra019284	A03	25249151	25251736
Bra019285	A03	25241484	25243167
Bra019286	A03	25217871	25224605
Bra019287	A03	25206210	25207753
Bra019288	A03	25201277	25201790
Bra019289	A03	25193285	25197804
Bra019290	A03	25192158	25193774
Bra019291	A03	25184413	25189006
Bra019292	A03	25178796	25180131
Bra019293	A03	25159462	25161980
Bra019294	A03	25145533	25147648
Bra019295	A03	25134402	25136648
Bra019296	A03	25121525	25124040
Bra019297	A03	25119109	25120604
Bra019298	A03	25108632	25110316
Bra019299	A03	25100386	25104221
Bra019300	A03	25085402	25088223
Bra019301	A03	25083555	25085397
Bra019302	A03	25078434	25083335
Bra019303	A03	25074967	25075684
Bra019304	A03	25070416	25073868
Bra019305	A03	25066531	25070634
Bra019306	A03	25060384	25062684
Bra019307	A03	25057740	25059165
Bra019308	A03	25053724	25056216
Bra019309	A03	25046415	25050957
Bra019310	A03	25043925	25045377
Bra019311	A03	25042189	25043455
Bra019312	A03	25037214	25041111
Bra019313	A03	25032440	25035038
Bra019314	A03	25028493	25031585
Bra019315	A03	25021612	25024538
Bra019316	A03	25016612	25019389
Bra019317	A03	25007975	25011089
Bra019318	A03	24996015	24998070
Bra019319	A03	24990089	24994406
Bra019320	A03	24986547	24989334
Bra019321	A03	24982738	24984988
Bra019322	A03	24979554	24982104
Bra019323	A03	24973414	24976758
Bra019324	A03	24960608	24963562
Bra019325	A03	24959087	24959998
Bra019326	A03	24944612	24946599
Bra019327	A03	24938723	24939615
Bra019328	A03	24935804	24936401
Bra019329	A03	24930285	24933076
Bra019330	A03	24925849	24926652
Bra019331	A03	24921774	24922429
Bra019332	A03	24912760	24916548
Bra019333	A03	24904742	24907862
Bra019334	A03	24902112	24902720
Bra019335	A03	24849640	24851758
Bra019336	A03	24847190	24848150
Bra019337	A03	24835966	24838749
Bra019338	A03	24826753	24830682
Bra019339	A03	24820882	24822421
Bra019340	A03	24810295	24813157
Bra019341	A03	24805271	24810323
Bra019342	A03	24795088	24804858
Bra019343	A03	24781978	24787143
Bra019344	A03	24779228	24781500
Bra019345	A03	24777913	24778660
Bra019346	A03	24775937	24777062
Bra019347	A03	24771964	24775275
Bra019348	A03	24767206	24768385
Bra019349	A03	24764018	24766184
Bra019350	A03	24761654	24763095
Bra019351	A03	24758098	24762031
Bra019352	A03	24753974	24756042
Bra019353	A03	24749692	24752862
Bra019354	A03	24745244	24748894
Bra019355	A03	24740745	24742444
Bra019356	A03	24727694	24730828
Bra019357	A03	24717100	24719971
Bra019358	A03	24712031	24713666
Bra019359	A03	24708821	24711726
Bra019360	A03	24696886	24701596
Bra019361	A03	24691302	24693576
Bra019362	A03	24688960	24691146
Bra019363	A03	24680073	24682792
Bra019364	A03	24677323	24678426
Bra019365	A03	24670328	24670932
Bra019366	A03	24666903	24668868
Bra019367	A03	24657743	24659240
Bra019368	A03	24649249	24650894
Bra019369	A03	24641823	24642662
Bra019370	A03	24609925	24612220
Bra019371	A03	24608507	24609894
Bra019372	A03	24602980	24604632
Bra019373	A03	24598460	24599798
Bra019374	A03	24575125	24582820
Bra019375	A03	24571380	24573269
Bra019376	A03	24564323	24567478
Bra019377	A03	24560270	24560958
Bra019378	A03	24542228	24544452
Bra019379	A03	24538873	24541575
Bra019380	A03	24537675	24538846
Bra019381	A03	24533786	24536231
Bra019382	A03	24530620	24532868
Bra019383	A03	24526403	24528015
Bra019384	A03	24524939	24526279
Bra019385	A03	24523420	24524789
Bra019386	A03	24521546	24523156
Bra019387	A03	24516166	24518433
Bra019388	A03	24511679	24514993
Bra019389	A03	24503142	24509026
Bra019390	A03	24500553	24503166
Bra019391	A03	24495091	24496211
Bra019392	A03	24491259	24491847
Bra019393	A03	24485625	24486778
Bra019394	A03	24482842	24485246
Bra019395	A03	24475720	24478093
Bra019396	A03	24467246	24467962
Bra019397	A03	24446623	24449648
Bra019398	A03	24420479	24423377
Bra019399	A03	24410104	24410720
Bra019400	A03	24403361	24405548
Bra019401	A03	24401779	24401950
Bra019402	A03	24395211	24396249
Bra019403	A03	24379427	24381252
Bra019404	A03	24374982	24376864
Bra019405	A03	24369125	24370592
Bra019406	A03	24358066	24360696
Bra019407	A03	24357227	24359945
Bra019408	A03	24354400	24355559
Bra019409	A03	24347180	24352015
Bra019410	A03	24339514	24345121
Bra019411	A03	24337979	24338216
Bra019412	A03	24336230	24336899
Bra019413	A03	24316439	24319677
Bra019414	A06	14061035	14061443
Bra019415	A06	14058205	14061443
Bra019416	A06	14015324	14017685
Bra019417	A06	14011443	14012448
Bra019418	A06	14008186	14009251
Bra019419	A06	13992031	13992443
Bra019420	A06	13984589	13987798
Bra019421	A06	13949784	13953466
Bra019422	A06	13949784	13951461
Bra019423	A06	13945134	13946406
Bra019424	A06	13929969	13932645
Bra019425	A06	13922793	13924710
Bra019426	A06	13914220	13914654
Bra019427	A06	13906602	13910793
Bra019428	A06	13894074	13895505
Bra019429	A06	13880918	13881200
Bra019430	A06	13875375	13879013
Bra019431	A06	13854946	13858750
Bra019432	A06	13828036	13832860
Bra019433	A06	13796968	13802877
Bra019434	A06	13787327	13789728
Bra019435	A06	13772188	13774914
Bra019436	A06	13764171	13766433
Bra019437	A06	13734377	13735387
Bra019438	A06	13726649	13730565
Bra019439	A06	13708504	13724543
Bra019440	A06	13723078	13724298
Bra019441	A06	13702083	13702356
Bra019442	A06	13688549	13692192
Bra019443	A06	13652707	13654056
Bra019444	A06	13645767	13650138
Bra019445	A06	13614937	13616812
Bra019446	A06	13602293	13612462
Bra019447	A06	13596463	13597723
Bra019448	A06	13591425	13596325
Bra019449	A06	13588011	13589171
Bra019450	A06	13574359	13576654
Bra019451	A06	13543945	13545610
Bra019452	A06	13532990	13537909
Bra019453	A06	13524451	13525614
Bra019454	A06	13503549	13506680
Bra019455	A06	13488783	13491573
Bra019456	A06	13473374	13480162
Bra019457	A06	13452676	13456583
Bra019458	A06	13428830	13429784
Bra019459	A06	13421384	13425229
Bra019460	A06	13405581	13406541
Bra019461	A06	13395701	13396943
Bra019462	A06	13386528	13387972
Bra019463	A06	13381779	13384088
Bra019464	A06	13347520	13352328
Bra019465	A06	13313809	13322382
Bra019466	A06	13287864	13288536
Bra019467	A06	13283846	13284497
Bra019468	A06	13256794	13259586
Bra019469	A06	13245676	13253797
Bra019470	A06	13241119	13242370
Bra019471	A06	13222551	13223381
Bra019472	A06	13212124	13212939
Bra019473	A06	13196733	13197781
Bra019474	A06	13181057	13190493
Bra019475	A06	13163488	13165210
Bra019476	A06	13162504	13163155
Bra019477	A06	13158856	13159620
Bra019478	A06	13153970	13154216
Bra019479	A06	13143445	13144489
Bra019480	A06	13113815	13115415
Bra019481	A06	13095888	13098597
Bra019482	A06	13070494	13071623
Bra019483	A06	13038701	13039800
Bra019484	A06	13033570	13036510
Bra019485	A06	12994781	12999609
Bra019486	A06	12985004	12987129
Bra019487	A06	12963420	12963876
Bra019488	A06	12942554	12942899
Bra019489	A06	12938261	12938570
Bra019490	A06	12926058	12926298
Bra019491	A06	12917823	12919282
Bra019492	A06	12910748	12913266
Bra019493	A06	12907951	12909930
Bra019494	A06	12901287	12902404
Bra019495	A06	12884656	12886219
Bra019496	A06	12876510	12879263
Bra019497	A06	12872686	12873728
Bra019498	A06	12870266	12871387
Bra019499	A06	12868644	12869538
Bra019500	A06	12844578	12848031
Bra019501	A06	12834049	12834214
Bra019502	A06	12795025	12795797
Bra019503	A06	12747632	12748529
Bra019504	A06	12732461	12733035
Bra019505	A06	12728983	12730899
Bra019506	A06	12722365	12723372
Bra019507	A06	12718379	12720976
Bra019508	A06	12717207	12719363
Bra019509	A06	12707233	12708257
Bra019510	A06	12706134	12706784
Bra019511	A06	12694023	12697679
Bra019512	A06	12687025	12688060
Bra019513	A06	12664743	12670670
Bra019514	A06	12664673	12666866
Bra019515	A06	12653329	12654101
Bra019516	A06	12645715	12651227
Bra019517	A06	12624107	12625451
Bra019518	A06	12618799	12620912
Bra019519	A06	12614536	12616060
Bra019520	A06	12611702	12612927
Bra019521	A06	12605929	12608767
Bra019522	A06	12591222	12594240
Bra019523	A06	12588535	12589068
Bra019524	A06	12566388	12569561
Bra019525	A06	12551727	12552743
Bra019526	A06	12545859	12547811
Bra019527	A06	12539497	12540583
Bra019528	A06	12530075	12534271
Bra019529	A06	12529138	12529896
Bra019530	A06	12491703	12518600
Bra019531	A06	12485715	12486483
Bra019532	A06	12475541	12475930
Bra019533	A06	12441666	12443959
Bra019534	A06	12435152	12438628
Bra019535	A06	12406074	12407915
Bra019536	A06	12397512	12399743
Bra019537	A06	12388394	12390951
Bra019538	A06	12376987	12378751
Bra019539	A06	12375274	12376566
Bra019540	A06	12373212	12375116
Bra019541	A06	12370918	12372766
Bra019542	A06	12360399	12363427
Bra019543	A06	12357318	12359333
Bra019544	A06	12350923	12351531
Bra019545	A06	12341548	12344119
Bra019546	A06	12334839	12340209
Bra019547	A06	12333575	12335169
Bra019548	A06	12326767	12328534
Bra019549	A06	12319070	12320304
Bra019550	A06	12310231	12313322
Bra019551	A06	12303056	12304565
Bra019552	A06	12278325	12281870
Bra019553	A06	12264331	12264511
Bra019554	A06	12244399	12245426
Bra019555	A06	12235403	12237933
Bra019556	A06	12234161	12234371
Bra019557	A06	12229345	12232333
Bra019558	A06	12225038	12226364
Bra019559	A06	12218664	12221624
Bra019560	A06	12213938	12216817
Bra019561	A06	12175804	12177973
Bra019562	A06	12171835	12175244
Bra019563	A06	12158142	12158604
Bra019564	A06	12132675	12135997
Bra019565	A06	12128188	12128483
Bra019566	A06	12127206	12127777
Bra019567	A06	12123542	12126836
Bra019568	A06	12122567	12123027
Bra019569	A06	12117007	12120441
Bra019570	A06	12111890	12115184
Bra019571	A06	12100974	12101809
Bra019572	A06	12098646	12100282
Bra019573	A06	12090441	12093437
Bra019574	A06	12087966	12089466
Bra019575	A06	12085410	12086355
Bra019576	A06	12066262	12070990
Bra019577	A06	12057837	12058485
Bra019578	A06	12052948	12054213
Bra019579	A06	12049442	12050512
Bra019580	A06	12039579	12040744
Bra019581	A06	12032922	12034957
Bra019582	A06	12019299	12022168
Bra019583	A06	12005696	12013848
Bra019584	A06	11974566	11979229
Bra019585	A06	11953585	11954271
Bra019586	A06	11949728	11950364
Bra019587	A06	11944422	11946111
Bra019588	A06	11941840	11946260
Bra019589	A06	11926243	11930987
Bra019590	A06	11924514	11925940
Bra019591	A06	11918132	11920716
Bra019592	A06	11907405	11908904
Bra019593	A06	11893358	11897612
Bra019594	A06	11889021	11892430
Bra019595	A06	11878371	11881473
Bra019596	A06	11867402	11875901
Bra019597	A06	11862434	11862980
Bra019598	A06	11858393	11862385
Bra019599	A06	11853948	11855987
Bra019600	A06	11850576	11851214
Bra019601	A06	11843899	11845163
Bra019602	A06	11838248	11840883
Bra019603	A06	11833197	11838502
Bra019604	A06	11825799	11826165
Bra019605	A06	11820281	11822636
Bra019606	A06	11815950	11819732
Bra019607	A06	11802884	11803908
Bra019608	A06	11790266	11794415
Bra019609	A06	11782760	11786060
Bra019610	A06	11779458	11781087
Bra019611	A06	11775047	11777049
Bra019612	A06	11767771	11773534
Bra019613	A06	11753598	11756381
Bra019614	A06	11751721	11753182
Bra019615	A06	11749814	11751567
Bra019616	A06	11733461	11735986
Bra019617	A06	11728249	11729436
Bra019618	A06	11726272	11729458
Bra019619	A06	11710496	11713394
Bra019620	A06	11704291	11705009
Bra019621	A06	11700678	11703996
Bra019622	A06	11694103	11695424
Bra019623	A06	5481337	5481999
Bra019624	A06	5467592	5472644
Bra019625	A06	5458644	5459352
Bra019626	A06	5446031	5447234
Bra019627	A06	5442557	5445926
Bra019628	A06	5438164	5439910
Bra019629	A06	5437606	5438030
Bra019630	A06	5422012	5423496
Bra019631	A06	5417081	5419867
Bra019632	A06	5408667	5410341
Bra019633	A06	5404938	5406624
Bra019634	A06	5400271	5404585
Bra019635	A06	5396765	5397290
Bra019636	A06	5382261	5389519
Bra019637	A06	5373630	5381903
Bra019638	A06	5368688	5372095
Bra019639	A06	5362243	5364206
Bra019640	A06	5345207	5350173
Bra019641	A06	5341353	5345169
Bra019642	A06	5282419	5285470
Bra019643	A06	5275848	5277101
Bra019644	A06	5254349	5260584
Bra019645	A06	5238990	5240144
Bra019646	A06	5222620	5222932
Bra019647	A06	5220038	5220293
Bra019648	A06	5218086	5218671
Bra019649	A06	5199988	5201706
Bra019650	A06	5191663	5192543
Bra019651	A06	5179786	5188708
Bra019652	A06	5177938	5179260
Bra019653	A06	5165314	5168672
Bra019654	A06	5163303	5166814
Bra019655	A06	5161560	5162094
Bra019656	A06	5157304	5159153
Bra019657	A06	5150413	5151949
Bra019658	A06	5147107	5150492
Bra019659	A06	5125930	5126521
Bra019660	A06	5124429	5125661
Bra019661	A06	5118159	5118471
Bra019662	A06	5113478	5114793
Bra019663	A06	5111125	5113048
Bra019664	A06	5108481	5111086
Bra019665	A06	5106695	5108429
Bra019666	A06	5104183	5105784
Bra019667	A06	5101927	5103762
Bra019668	A06	5099805	5101506
Bra019669	A06	5095933	5098845
Bra019670	A06	5092428	5095521
Bra019671	A06	5086470	5087959
Bra019672	A06	5082740	5083518
Bra019673	A06	5079542	5081237
Bra019674	A06	5069227	5073404
Bra019675	A06	5067913	5069184
Bra019676	A06	5065858	5067260
Bra019677	A06	5059238	5061232
Bra019678	A06	5050619	5053669
Bra019679	A06	5047693	5056916
Bra019680	A06	5045463	5047139
Bra019681	A06	5038235	5039911
Bra019682	A06	5029631	5030551
Bra019683	A06	5021240	5024142
Bra019684	A06	5016841	5018639
Bra019685	A06	5004863	5006684
Bra019686	A06	4995843	5002829
Bra019687	A06	4994081	4994531
